,Id,Title,PublishDate,Abstract,TopicNumber,TopicProb,TokenizedDoc
10,10,Automated Security Analysis for Microservice Architecture,2020, designing a software system that applied the microservice architecture style is a challenging task as its characteristics are vulnerable to various security attacks software architect therefore needs to pinpoint the security flaws in the design before the implementation can proceed this task is error prone as it requires manual analysis on the design model to identify security threats and trace possible attack scenariosthis paper presents an automated security analysis approach for microservice architecture our approach can automatically identify security threats according to a collection of formally defined security characteristics and provide an insightful result that demonstrates how the attack scenarios may happen a collection of formally defined security characteristics can be extended to support other security characteristics not addressed in this paper ,4.0,0.3571553545700108,"['design', 'software', 'system', 'apply', 'microservice_architecture', 'style', 'challenge', 'task', 'characteristic', 'vulnerable', 'various', 'security', 'attack', 'software', 'architect', 'therefore', 'need', 'pinpoint', 'security', 'flaw', 'design', 'implementation', 'proceed', 'task', 'error', 'prone', 'require', 'manual', 'analysis', 'design', 'model', 'identify', 'security', 'threat', 'trace', 'possible', 'attack', 'scenariosthis', 'present', 'automate', 'security', 'analysis', 'approach', 'microservice_architecture', 'approach', 'automatically', 'identify', 'security', 'threat', 'accord', 'collection', 'formally', 'define', 'security', 'characteristic', 'provide', 'insightful', 'demonstrate', 'attack', 'scenario', 'happen', 'collection', 'formally', 'define', 'security', 'characteristic', 'extend', 'support', 'security', 'characteristic', 'address']"
11,11,Building Secure Environments for Microservices,2022, microservice based architectures are widely used in modern software and the number of cyber attacks on software is increasing it is essential to make microservices more reliable and resilient against cyber attacks in this paper we propose a methodology to detect configurations of computing systems that host microservices and containers evaluate cyber risks of their essential components in an automatic continuous mode and reconfigure environments aiming to make them less vulnerable against cyber attacks our solution supports multiple operating systems and hardware configurations for cyber risk evaluationour approach relies on a public database of common vulnerabilities and exposures for software and hardware as well as penetration testing and static analysis furthermore the cyber risk evaluation model considers the attributes of microservicessuch as their privilege level we will show least and most vulnerable configurations for computing systems that use popular operating systems and applications ,7.0,0.22235322681241415,"['microservice_base', 'architecture', 'widely', 'use', 'modern', 'software', 'number', 'cyber', 'attack', 'software', 'increase', 'essential', 'make', 'microservice', 'reliable', 'resilient', 'cyber', 'attack', 'propose', 'methodology', 'detect', 'configuration', 'compute', 'system', 'host', 'microservice', 'container', 'evaluate', 'cyber', 'risk', 'essential', 'component', 'automatic', 'continuous', 'mode', 'reconfigure', 'environment', 'aim', 'make', 'less', 'vulnerable', 'cyber', 'attack', 'solution', 'support', 'multiple', 'operating', 'system', 'hardware', 'configuration', 'cyber', 'approach', 'rely', 'public', 'database', 'common', 'vulnerability', 'exposure', 'software', 'hardware', 'well', 'penetration', 'test', 'static', 'analysis', 'furthermore', 'cyber', 'risk', 'evaluation', 'model', 'consider', 'attribute', 'microservicessuch', 'privilege', 'level', 'show', 'least', 'vulnerable', 'configuration', 'computing', 'system', 'popular', 'operating', 'system', 'application']"
12,12,Applying Spring Security Framework and OAuth2 To Protect Microservice Architecture API,2019, since microservice architecture has been widely applied and deployed by big companies such as google netflix and twitter this is a way of architecting software systems in which the services of a single application are decomposed then deployed and executed separately this research examines the possibility of applying spring security framework and oauth to secure microservice apis which are built on top of spring framework by developing a proof of concept of an inventory management system using msa on top of spring framework spring security framework and oauth we have conducted security tests over the poc using unit testing and manual testing techniques to examine if there are any vulnerabilities and we were able to show and confirm the effectiveness of the spring security framework and oauth in securing spring based apis key words software architecture microservice architecture oauth spring framework and poc ,13.0,0.22234885706053642,"['microservice_architecture', 'widely', 'apply', 'deploy', 'big', 'company', 'twitter', 'way', 'architecte', 'software', 'system', 'service', 'single', 'application', 'decompose', 'deploy', 'execute', 'separately', 'research', 'examine', 'possibility', 'apply', 'spring', 'security', 'framework', 'oauth', 'secure', 'microservice', 'build', 'top', 'spring', 'framework', 'develop', 'proof', 'concept', 'inventory', 'management', 'system', 'use', 'msa', 'top', 'spring', 'framework', 'spring', 'security', 'framework', 'oauth', 'conduct', 'security', 'test', 'poc', 'use', 'unit', 'test', 'manual', 'testing', 'technique', 'examine', 'vulnerability', 'able', 'show', 'confirm', 'effectiveness', 'spring', 'security', 'framework', 'oauth', 'spring', 'base', 'apis', 'key', 'word', 'software', 'architecture', 'microservice_architecture', 'oauth', 'spring', 'framework', 'poc']"
13,13,Component-Based Refinement and Verification of Information-Flow Security Policies for Cyber-Physical Microservice Architectures,2019, since cyber physical systems are inherently vulnerable to information leaks software architects need to reason about security policies to define desired and undesired information flow through a system the microservice architectural style requires the architects to refine a macro level security policy into micro level policies for individual microservices however when policies are refined in an ill formed way information leaks can emerge on composition of microservices related approaches to prevent such leaks do not take into account characteristics of cyber physical systems like real time behavior or message passing communication in this paper we enable the refinement and verification of information flow security policies for cyber physical microservice architectures we provide architects with a set of well formedness rules for refining a macro level policy in a way that enforces its security restrictions based on the resulting micro level policies we present a verification technique to check if the real time message passing of microservices is secure in combination our contributions prevent information leaks from emerging on composition we evaluate the accuracy of our approach using an extension of the cocome case study ,5.0,0.34310331448417725,"['physical', 'system', 'inherently', 'vulnerable', 'information', 'leak', 'software', 'architect', 'need', 'reason', 'security', 'policy', 'define', 'desire', 'undesired', 'information', 'flow', 'system', 'microservice', 'architectural', 'style', 'require', 'architect', 'refine', 'macro', 'level', 'security', 'policy', 'micro', 'level', 'policy', 'individual', 'microservice', 'policy', 'refine', 'ill', 'form', 'way', 'information', 'leak', 'emerge', 'composition', 'microservice', 'relate', 'approach', 'prevent', 'leak', 'take', 'account', 'characteristic', 'cyber', 'system', 'real', 'time', 'behavior', 'message', 'pass', 'communication', 'enable', 'refinement', 'verification', 'information', 'flow', 'security', 'policy', 'cyber', 'physical', 'microservice_architecture', 'provide', 'architect', 'set', 'well', 'formedness', 'rule', 'refine', 'macro', 'level', 'policy', 'way', 'enforce', 'security', 'restriction', 'base', 'result', 'micro', 'level', 'policy', 'present', 'verification', 'technique', 'check', 'real', 'time', 'message', 'pass', 'microservice', 'secure', 'combination', 'contribution', 'prevent', 'information', 'leak', 'emerge', 'composition', 'evaluate', 'accuracy', 'approach', 'use', 'extension', 'cocome', 'case', 'study']"
14,14,ConfigRand: A Moving Target Defense Framework against the Shared Kernel Information Leakages for Container-based Cloud,2021, lightweight virtualization represented by container technology provides a virtual environment for cloud services with more flexibility and efficiency due to the kernel sharing property however the shared kernel also means that the system isolation mechanisms are incomplete attackers can scan the shared system configuration files to explore vulnerabilities for launching attacks previous works mainly eliminate the problem by fixing operating systems or using access control policiesbut these methods require significant modifications and cannot meet the security needs of individual containers accurately in this paper we present configrand a moving target defense framework to prevent the information leakages due to the shared kernel in the container based cloud the configrand deploys deceptive system configurations for each container bounding the scan of attackers aimed at the shared kernel in design ofconfigrand we propose a framework applying the moving target defense philosophy to periodically generate distribute and deploy the deceptive system configurations in the container based cloud establish a model to formalize these configurations and quantify their heterogeneity present a configuration movement strategy to evaluate and optimize the variation of configurations the results show that configrand can effectively prevent the information leakages due to the shared kernel and apply to typical container applications with minimal system modification and performance degradation ,7.0,0.39510898498740604,"['lightweight', 'virtualization', 'represent', 'container', 'technology', 'provide', 'virtual', 'environment', 'cloud', 'service', 'flexibility', 'efficiency', 'due', 'kernel', 'share', 'property', 'share', 'kernel', 'also', 'mean', 'system', 'isolation', 'mechanism', 'incomplete', 'attacker', 'scan', 'share', 'system', 'configuration', 'file', 'explore', 'vulnerability', 'launch', 'attack', 'previous', 'work', 'mainly', 'eliminate', 'problem', 'fix', 'operating', 'system', 'use', 'access_control', 'policiesbut', 'method', 'require', 'significant', 'modification', 'meet', 'security', 'need', 'individual', 'container', 'accurately', 'present', 'configrand', 'move', 'target', 'defense', 'framework', 'prevent', 'information', 'leakage', 'due', 'container', 'base', 'deploy', 'deceptive', 'system', 'configuration', 'container', 'bounding', 'attacker', 'aim', 'propose', 'framework', 'apply', 'move', 'target', 'defense', 'philosophy', 'periodically', 'generate', 'distribute', 'deploy', 'deceptive', 'system', 'configuration', 'container', 'base', 'cloud', 'model', 'formalize', 'configuration', 'quantify', 'heterogeneity', 'present', 'configuration', 'movement', 'strategy', 'evaluate', 'optimize', 'variation', 'configuration', 'result', 'show', 'effectively', 'prevent', 'information', 'leakage', 'due', 'share', 'kernel', 'apply', 'typical', 'container', 'application', 'minimal', 'system', 'modification', 'performance', 'degradation']"
15,15,The 5G-EPICENTRE Approach for Decreasing Attack Surface on Cross-Testbeds Cloud-native 5G Scenarios,2021, the g epicentre eu funded project proposes mission critical service and application experimentation in federation adopting a testbed of testbeds approach in which different g based platforms are intelligently combined and calibrated from a single control point this cross testbed concept embraced in the g epicentre project together with the transition of g technologies into a cloud native environment pose numerous challenges including an increased attack surface and various security concerns such as how to enforce security policies at multiple levels across the entire infrastructure in that sense first this paper provides an overview of such security challenges and a review of the methodologies discussed in the literature to decrease the attack surface in those complex scenarios later this paper presents the g epicentre security approach and an early version of a security framework which considers the usage of security by design techniques network and container level isolation strategies and the usage of the service mesh design pattern all of them key elements to allow to secure the overall infrastructure and monitor mitigate and respond to security incidents ,4.0,0.23880354903020384,"['fund', 'project', 'propose', 'mission', 'critical', 'service', 'application', 'experimentation', 'federation', 'adopt', 'testbe', 'testbed', 'approach', 'different', 'base', 'platform', 'intelligently', 'combine', 'calibrate', 'single', 'control', 'point', 'cross', 'testbe', 'concept', 'embrace', 'epicentre', 'project', 'together', 'transition', 'technology', 'native', 'environment', 'pose', 'numerous', 'challenge', 'include', 'increase', 'attack', 'surface', 'various', 'security', 'concern', 'enforce', 'security', 'policy', 'multiple', 'level', 'entire', 'infrastructure', 'sense', 'first', 'provide', 'overview', 'security', 'challenge', 'review', 'methodology', 'discuss', 'literature', 'complex', 'scenario', 'later', 'present', 'security', 'approach', 'early', 'version', 'security', 'framework', 'consider', 'usage', 'security', 'design', 'technique', 'network', 'container', 'level', 'isolation', 'strategy', 'usage', 'service_mesh', 'design', 'pattern', 'key', 'element', 'allow', 'secure', 'overall', 'infrastructure', 'monitor', 'mitigate', 'respond', 'security', 'incident']"
16,16,FirecREST: a RESTful API to HPC systems,2020, as science gateways are becoming an increasingly popular digital interface for scientific communities it is important for high performance computing centers to provide a modern and externally accessible interface such as web enabled apis such an interface provides access to hpc center resources to allow scientific web portals to submit a job or move data in and out the hpc center this work presents the firecrest api a restful web api infrastructure that allows scientific communities to access the various integrated resources and services available on hpc systems the capabilities of firecrest have been defined based on the use case requirements described in this work ,8.0,0.23917816967356806,"['science', 'gateway', 'become', 'increasingly', 'popular', 'digital', 'interface', 'scientific', 'community', 'important', 'high', 'performance', 'computing', 'center', 'provide', 'modern', 'externally', 'accessible', 'interface', 'web', 'enable', 'interface', 'provide', 'access', 'hpc', 'center', 'resource', 'allow', 'scientific', 'web', 'portal', 'submit', 'job', 'move', 'datum', 'hpc', 'center', 'work', 'present', 'firecr', 'api', 'restful', 'web', 'api', 'infrastructure', 'allow', 'scientific', 'community', 'access', 'various', 'integrate', 'resource', 'service', 'available', 'hpc', 'system', 'capability', 'firecrest', 'define', 'base', 'case', 'requirement', 'describe', 'work']"
17,17,Evaluation of security threats in microservice architectures,2022, i abstract the microservice architecture is a popular architectural pattern in the industry to implement large systems as they can reduce the code bases of each service and increase the maintainability for each of the individual services by dividing the application into smaller components based on business logic the services can be implemented in different programming languages and communicates over anetwork as a consequence it might lead to a greater attack surface for an adversary of the system in order to ease the implementation of microservice architectures a set of design patterns exists two patterns addressing the security of the architecture are the api gateway pattern and the sidecar pattern more research is needed in order to identify the security threats microservice architecture encounters and how the design pattern handles those this master thesis uses threat modeling withattack graphs along withattack simulations in order to investigate the threats in microservice architectures and how they compare between the design patterns to construct the attack graphs and perform the attack simulations securicad along with corelang was used on a microservice architecture with each of the design patterns the report concludes that the sidecar pattern is faced with less risk than the api gateway pattern overall and presents a set of suggestions regarding how the security can be improved in microservice architectures ,4.0,0.3464707958792995,"['abstract', 'microservice_architecture', 'popular', 'architectural', 'pattern', 'industry', 'implement', 'large', 'system', 'reduce', 'code', 'basis', 'service', 'increase', 'maintainability', 'individual', 'service', 'divide', 'application', 'small', 'component', 'base', 'business', 'logic', 'service', 'implement', 'different', 'programming', 'language', 'communicate', 'anetwork', 'consequence', 'lead', 'great', 'attack', 'surface', 'adversary', 'system', 'order', 'ease', 'implementation', 'microservice_architecture', 'set', 'design', 'pattern', 'exist', 'pattern', 'address', 'security', 'architecture', 'api_gateway', 'pattern', 'sidecar', 'pattern', 'research', 'need', 'order', 'identify', 'security', 'threat', 'microservice_architecture', 'encounter', 'design', 'pattern', 'handle', 'master', 'thesis', 'use', 'threat', 'model', 'withattack', 'graph', 'withattack', 'simulation', 'order', 'investigate', 'threat', 'architecture', 'compare', 'design', 'pattern', 'construct', 'attack', 'graph', 'perform', 'attack', 'simulation', 'securicad', 'use', 'microservice_architecture', 'design', 'pattern', 'report', 'conclude', 'sidecar', 'pattern', 'face', 'less', 'risk', 'api_gateway', 'pattern', 'overall', 'present', 'set', 'suggestion', 'regard', 'security', 'improved', 'microservice_architecture']"
18,18,Graph-based IoT microservice security,2018, the internet of things can be considered as service oriented architecture of microservices the ss inherently process data that affects the privacy safety and security of its users iot service security is a key challenge most state of the art providing iot systemsecurity is policy basedwe showcase a graph based access control that runs as module on iot nodes or in the network our solution intercepts and firewalls inter service communication it automatically creates a model of legitimate communication relationships the model is interactively updated via a simple to understand interface our solution adds inevitable iot security to existing iot systems ,6.0,0.18093611207372395,"['internet', 'thing', 'consider', 'service', 'orient', 'architecture', 'microservice', 'inherently', 'process', 'datum', 'affect', 'privacy', 'safety', 'security', 'user', 'service', 'security', 'key', 'challenge', 'provide', 'systemsecurity', 'policy', 'graph', 'base', 'access_control', 'run', 'module', 'network', 'solution', 'intercept', 'service', 'communication', 'automatically', 'create', 'model', 'legitimate', 'communication', 'relationship', 'model', 'interactively', 'update', 'simple', 'understand', 'interface', 'solution', 'add', 'inevitable', 'iot', 'security', 'exist', 'system']"
19,19,Securing Microservices Against Password Guess Attacks using Hardware Performance Counters,2022, modern customer facing applications need to be easy to use localizable and to scale out to serve large customer bases microservice architectures have the potential to decentralize functionality improve flexibility and provide faster time to market of incremental changes however applications implemented as microservices also have a larger surface area which may make them more prone to cyber attacks modern operating systems provide performance counters which are tamper resistant and can be used to track the runtime behavior of applications in this work we aim to detect a password guess attack on microservice using performance counter data our approach consists of modeling behavior of normal and attack user login requests identification of key performance counters that effectively distinguish these requests and developing a machine learning model that classifies unknown login requests a fully connected neural network based classification model gave us better test accuracy in detecting the attacks ,10.0,0.233311576009516,"['modern', 'customer', 'face', 'application', 'need', 'easy', 'localizable', 'scale', 'serve', 'large', 'customer', 'basis', 'microservice_architecture', 'potential', 'decentralize', 'functionality', 'improve', 'flexibility', 'provide', 'fast', 'time', 'market', 'incremental', 'change', 'application', 'implement', 'microservice', 'also', 'large', 'surface', 'area', 'make', 'prone', 'cyber', 'attack', 'modern', 'operating', 'system', 'provide', 'performance', 'counter', 'tamper', 'resistant', 'use', 'track', 'runtime', 'behavior', 'application', 'work', 'aim', 'detect', 'password', 'guess', 'attack', 'microservice', 'use', 'performance', 'counter', 'datum', 'approach', 'consist', 'model', 'behavior', 'normal', 'attack', 'user', 'login', 'request', 'identification', 'key', 'performance', 'counter', 'effectively', 'distinguish', 'request', 'develop', 'machine', 'learn', 'model', 'unknown', 'login', 'request', 'fully', 'connect', 'neural', 'network', 'base', 'classification', 'model', 'give', 'well', 'test', 'accuracy', 'detect', 'attack']"
20,20,HT-RBAC: A Design of Role-based Access Control Model for Microservice Security Manager,2021, for transitioning to a decentralized system a microservices platform has become popular in today software development due to its light weight mechanisms however increasing the number of services results in a challenge to maintain the security of access control the more attack surfaces can bring security and privacy risk via sensitive data therefore a chain of trust domains was introduced to solve this problem the extended role based access control model for microservice security managers is proposed for leveraging threats of unauthorized access to sensitive information and identity verification across all environments in application container solutions this paper proposes using an ht rbac to authenticate authorize and identify user access control via api gateway a prototype system integrated with oauth authentication server is implemented for empirical study the results report that the approach provides faster and more flexible access to information in addition to improving incident response time ,6.0,0.12751917605249058,"['transition', 'decentralized', 'system', 'microservice', 'platform', 'become', 'popular', 'today', 'software', 'development', 'due', 'light', 'weight', 'mechanism', 'increase', 'number', 'service', 'result', 'challenge', 'maintain', 'security', 'access_control', 'attack', 'surface', 'bring', 'security', 'privacy', 'risk', 'sensitive', 'datum', 'therefore', 'chain', 'trust', 'domain', 'introduce', 'solve', 'problem', 'extend', 'role', 'base', 'access_control', 'model', 'microservice', 'security', 'manager', 'propose', 'leverage', 'threat', 'unauthorized', 'access', 'sensitive', 'information', 'identity', 'verification', 'environment', 'application', 'container', 'solution', 'propose', 'use', 'rbac', 'authenticate', 'authorize', 'identify', 'user', 'access_control', 'api_gateway', 'prototype', 'system', 'integrate', 'oauth', 'authentication', 'server', 'implement', 'study', 'result', 'report', 'approach', 'provide', 'fast', 'flexible', 'access', 'information', 'addition', 'improve', 'incident', 'response', 'time']"
21,21,To Detect and Prevent Vulnerabilities in Microservices and Application Programming Interface,2022, microservices also known as microservice architecture is a procedure designed for service oriented architectures these services are utilized in the development of software systems which are elastic and can be deployed independently by breaking down an application into various smaller units the benefits of this mechanism include development of application in a distributed manner integration of systems which are heterogenous in nature extensibility and adaptability microservices are completed based on the functioning of apis here api refers to application programming interface which is an intermediary software between different software or computer programs facilitating communication among each other for instance when any kind of application is connected to the internet through a device and transmits information to server the server fetches this data processes it and remits it to the device the main motive of this paper is to achieve secured microservices with the usage of technologies like react js java along with buckets and tokens and spring boot framework it ensures the minimization of harmful effects of an attack as a result an application with microservice framework using spring boot is built which provides additional security measures for api vulnerabilities gives an extra layer of protection and defense to the system and mitigates the scope of attacks in microservices ,9.0,0.24430325705305392,"['microservice', 'also', 'know', 'microservice_architecture', 'procedure', 'design', 'service', 'orient', 'architecture', 'service', 'utilize', 'development', 'software', 'system', 'elastic', 'deploy', 'independently', 'break', 'application', 'various', 'small', 'unit', 'benefit', 'mechanism', 'include', 'development', 'application', 'distribute', 'manner', 'integration', 'system', 'heterogenous', 'nature', 'extensibility', 'adaptability', 'microservice', 'complete', 'base', 'function', 'apis', 'api', 'refer', 'application', 'programming', 'interface', 'intermediary', 'software', 'different', 'software', 'computer', 'program', 'facilitate', 'communication', 'instance', 'kind', 'application', 'connect', 'internet', 'device', 'transmit', 'information', 'server', 'server', 'fetch', 'datum', 'process', 'remit', 'device', 'main', 'motive', 'achieve', 'secure', 'microservice', 'usage', 'technology', 'react', 'java', 'bucket', 'token', 'framework', 'ensure', 'minimization', 'harmful', 'effect', 'attack', 'application', 'microservice', 'framework', 'use', 'spring', 'boot', 'build', 'provide', 'additional', 'security', 'measure', 'api', 'vulnerability', 'give', 'extra', 'layer', 'protection', 'defense', 'system', 'mitigate', 'scope', 'attack', 'microservice']"
22,22,Improving the Security of Microservice Systems by Detecting and Tolerating Intrusions,2020, microservice architectures adoption is growing availability in market size and adoption including in business critical systems this is due to agility in development and deployment further increased by containers and their characteristics ensuring security is still a major concern due to challenges faced such as resource separation and isolation as improper access to one service might compromise complete systems this doctoral work intends to advance the security of microservice systems through research and improvement of methodologies for detection tolerance and mitigation of security intrusions while overcoming challenges related to multi tenancy heterogeneity dynamicity of systems and environments our preliminary research shows that host based idses are applicable in container environments this will be extended to dynamic scenarios serving as a stepping stone to research intrusion tolerance techniques suited to these environments these methodologies will be demonstrated in realistic microservice systems complex dynamic scalable and elastic ,4.0,0.1956659331652219,"['microservice_architecture', 'adoption', 'grow', 'availability', 'market', 'size', 'adoption', 'include', 'business', 'critical', 'system', 'due', 'agility', 'development', 'deployment', 'increase', 'container', 'characteristic', 'ensure', 'security', 'still', 'major', 'concern', 'due', 'challenge', 'face', 'resource', 'separation', 'isolation', 'improper', 'access', 'service', 'compromise', 'complete', 'system', 'doctoral', 'work', 'intend', 'advance', 'security', 'microservice', 'system', 'research', 'improvement', 'methodology', 'detection', 'tolerance', 'mitigation', 'security', 'intrusion', 'overcome', 'challenge', 'relate', 'multi', 'tenancy', 'dynamicity', 'system', 'environment', 'preliminary', 'research', 'show', 'host', 'base', 'idse', 'applicable', 'container', 'environment', 'extend', 'dynamic', 'scenario', 'serve', 'stepping', 'stone', 'research', 'intrusion', 'tolerance', 'technique', 'suit', 'environment', 'methodology', 'demonstrate', 'realistic', 'microservice', 'system', 'complex', 'dynamic', 'scalable', 'elastic']"
23,23,Securing Microservices,2018, microservices has drawn significant interest in recent years and is now successfully finding its way into different areas from enterprise it to internet of things to even critical applications this article discusses how microservices can be secured at different levels and stages considering a common software development lifecycle ,9.0,0.29761085865810316,"['microservice', 'draw', 'significant', 'interest', 'recent', 'year', 'successfully', 'find', 'way', 'different', 'area', 'enterprise', 'internet', 'thing', 'even', 'critical', 'application', 'discuss', 'microservice', 'secure', 'different', 'level', 'stage', 'consider', 'common', 'software', 'development', 'lifecycle']"
24,24,Anomaly Detection of Web-Based Attacks in Microservices,2021, author eljon harlicaj title anomaly detection of web based attacks in microservices school school of science degree programme master of science major security and cloud computing code sci supervisor prof mario di francesco aalto university prof davide balzarotti eurecom level master thesis date july pages language english abstract cybercriminals exploit vulnerabilities in web applications by leveraging different attacks to gain unauthorized access to sensitive resources in web servers security researchers have extensively investigated anomaly detection of web based attacks however the cloud native paradigm shift combined with the increasing usage of microservices introduces new challenges and opportunities this thesis studies relevant research in anomaly detection of web based attacks and proposes new methods for modeling regular web requests and the inter service communication patterns in modern web applications specifically we present a solution that leverages service meshes for collecting web logs in cloud environments without accessing the source code of the applications first we present the design and implementation of a method to abstract from web logs to log keys sequences for performing anomaly detection with lstm recurrent neural networks second we implement autoencoders to detect anomalies in the content of web requests finally we create two datasets and conduct experiments to analyze and evaluate our solution we perform an extensive analysis of the parameter space and the related impact on the anomaly detection performance by an appropriate choice of these parameters our solution is able to detect of the anomalies in the considered dataset with only a false positive rate ,12.0,0.29705505997929293,"['author', 'web', 'base', 'attack', 'microservice', 'school', 'school', 'science', 'degree', 'programme', 'master', 'science', 'major', 'security', 'cloud', 'supervisor', 'level', 'master', 'thesis', 'date', 'page', 'language', 'abstract', 'cybercriminal', 'exploit', 'vulnerability', 'web', 'application', 'leverage', 'different', 'attack', 'gain', 'unauthorized', 'access', 'sensitive', 'resource', 'web', 'server', 'security', 'researcher', 'extensively', 'investigate', 'detection', 'web', 'base', 'attack', 'cloud', 'native', 'shift', 'combine', 'increase', 'usage', 'microservice', 'introduce', 'new', 'challenge', 'opportunitie', 'thesis', 'study', 'relevant', 'web', 'base', 'attack', 'propose', 'new', 'method', 'model', 'regular', 'web', 'request', 'inter', 'service', 'communication', 'pattern', 'modern', 'web', 'application', 'specifically', 'present', 'solution', 'leverage', 'service_mesh', 'collect', 'web', 'log', 'cloud', 'environment', 'access', 'source', 'code', 'application', 'first', 'present', 'design', 'implementation', 'method', 'abstract', 'web', 'log', 'log', 'key', 'sequence', 'perform', 'neural', 'network', 'second', 'implement', 'autoencoder', 'detect', 'anomaly', 'content', 'web', 'request', 'finally', 'create', 'dataset', 'conduct', 'experiment', 'analyze', 'evaluate', 'solution', 'perform', 'extensive', 'analysis', 'parameter', 'space', 'relate', 'impact', 'anomaly', 'detection', 'performance', 'appropriate', 'choice', 'parameter', 'solution', 'able', 'detect', 'anomaly', 'consider', 'dataset', 'false', 'positive', 'rate']"
25,25,Microservice Security Agent Based On API Gateway in Edge Computing,2019, internet of things devices are embedded with software electronics and sensors and feature connectivity with constrained resources they require the edge computing paradigm with modular characteristics relying on microservices to provide an extensible and lightweight computing framework at the edge of the network edge computing can relieve the burden of centralized cloud computing by performing certain operations such as data storage and task computation at the edge of the network despite the benefits of edge computing it can lead to many challenges in terms of security and privacy issues thus services that protect privacy and secure data are essential functions in edge computing for example the end user ownership and privacy information and control are separated which can easily lead to data leakage unauthorized data manipulation and other data security concerns thus the confidentiality and integrity of the data cannot be guaranteed and so more secure authentication and access mechanisms are required to ensure that the microservices are exposed only to authorized users in this paper we propose a microservice security agent to integrate the edge computing platform with the api gateway technology for presenting a secure authentication mechanism the aim of this platform is to afford edge computing clients a practical application which provides user authentication and allows jwt based secure access to the services of edge computing to integrate the edge computing platform with the api gateway we implement a microservice security agent based on the open source kong in the edgex foundry framework also to provide an easy to use approach with kong we implement rest apis for generating new consumers registering services configuring access controls finally the usability of the proposed approach is demonstrated by evaluating the round trip time the results demonstrate the efficiency of the system and its suitability for real world applications ,13.0,0.30136538009449365,"['internet', 'thing', 'device', 'embed', 'software', 'electronic', 'sensor', 'feature', 'connectivity', 'constrain', 'resource', 'require', 'edge', 'characteristic', 'rely', 'microservice', 'provide', 'extensible', 'lightweight', 'compute', 'framework', 'edge', 'network', 'edge_compute', 'burden', 'centralize', 'cloud', 'computing', 'perform', 'certain', 'operation', 'datum', 'storage', 'task', 'computation', 'edge', 'network', 'benefit', 'edge_compute', 'lead', 'many', 'challenge', 'term', 'security', 'privacy', 'issue', 'thus', 'service', 'protect', 'privacy', 'secure', 'datum', 'essential', 'function', 'edge_compute', 'example', 'end', 'user', 'ownership', 'privacy', 'information', 'control', 'separate', 'easily', 'lead', 'data', 'leakage', 'unauthorized', 'data', 'manipulation', 'datum', 'security', 'concern', 'thus', 'confidentiality', 'integrity', 'datum', 'guarantee', 'secure', 'authentication', 'access', 'mechanism', 'require', 'ensure', 'microservice', 'expose', 'authorize', 'user', 'propose', 'microservice', 'security', 'agent', 'integrate', 'edge_compute', 'platform', 'api_gateway', 'technology', 'present', 'secure', 'authentication', 'mechanism', 'aim', 'platform', 'afford', 'edge_compute', 'client', 'practical', 'application', 'provide', 'user', 'authentication', 'allow', 'base', 'secure', 'access', 'service', 'edge_compute', 'integrate', 'edge_compute', 'platform', 'api_gateway', 'implement', 'microservice', 'security', 'agent', 'base', 'open', 'source', 'edgex', 'foundry', 'framework', 'also', 'provide', 'easy', 'implement', 'rest', 'generate', 'new', 'consumer', 'register', 'service', 'configure', 'access_control', 'finally', 'usability', 'propose', 'approach', 'demonstrate', 'evaluate', 'round', 'trip', 'time', 'result', 'efficiency', 'system', 'suitability', 'real', 'world', 'application']"
26,26,Microservices Security Challenges and Approaches,2022, the fast paced development cycles of microservices applications increase the probability of insufficient security tests in the development pipelines and consequent deployment of vulnerable microservices the distribution and ephemeral of microservices create a discoverability challenge for traditional security assessment techniques especially for microservices being dynamically launched and de registered to address this in applications and networks continuous security assessments are used for vulnerability detection detected vulnerabilities are there after patched essentially reducing the chances for security attacks this paper illustrates the microservices architecture and its components from the security perspective it investigates summarizes and highlights the microservices security related challenges and the suggested approaches and proposals for facing them it addresses the security impact on the different microservice architectural perspectives ,9.0,0.18903925307888705,"['fast', 'pace', 'development', 'cycle', 'microservice', 'application', 'increase', 'probability', 'insufficient', 'security', 'test', 'development', 'pipeline', 'consequent', 'deployment', 'vulnerable', 'microservice', 'distribution', 'ephemeral', 'microservice', 'create', 'discoverability', 'challenge', 'traditional', 'security', 'assessment', 'technique', 'especially', 'microservice', 'dynamically', 'launch', 'register', 'address', 'application', 'network', 'continuous', 'security', 'assessment', 'use', 'vulnerability', 'detection', 'detect', 'vulnerability', 'patch', 'essentially', 'reduce', 'chance', 'security', 'attack', 'illustrate', 'microservice_architecture', 'component', 'security', 'perspective', 'investigate', 'summarize', 'highlight', 'microservice', 'security', 'relate', 'challenge', 'suggest', 'approach', 'proposal', 'face', 'address', 'security', 'impact', 'different', 'microservice', 'architectural', 'perspective']"
